; x ;
7409;160;
7410;169,86;
7411;174,78;
7412;197,65;
7413;221,51;
7414;237;
7415;223,31;
7416;210,25;
7417;227,82;
7418;195;
7419;184,95;
7420;181,69;
7421;181,79;
7422;184,95;
7423;186,24;
7424;224,99;
7425;225,82;
7426;220;
7427;186,84;
7428;167,08;
7429;161,92;
7430;165;
7431;159,5;
7432;156,8;
7433;156,25;
7434;156,68;
7435;158,8;
7436;179,94;
7437;220;
7438;227;
7439;208;
7440;178,04;
7441;200;
7442;181,99;
7443;178,54;
7444;178,54;
7445;181,23;
7446;189,65;
7447;198,64;
7448;227,31;
7449;228,4;
7450;225;
7451;197,65;
7452;179,25;
7453;178,65;
7454;179;
7455;175,08;
7456;148,6;
7457;149,7;
7458;157,68;
7459;176,12;
7460;210;
7461;230,01;
7462;250;
7463;228,4;
7464;191,23;
7465;157,39;
7466;141,98;
7467;137,76;
7468;137,54;
7469;137,76;
7470;140,92;
7471;140,92;
7472;193,18;
7473;200;
7474;194,72;
7475;152,79;
7476;140,92;
7477;149;
7478;146,78;
7479;139,64;
7480;130;
7481;119,77;
7482;120,77;
7483;129,98;
7484;141,98;
7485;194,65;
7486;205,27;
7487;160;
7488;137,54;
7489;149,95;
7490;137,64;
7491;124,01;
7492;117,79;
7493;136,12;
7494;141,17;
7495;151,99;
7496;149,99;
7497;155,44;
7498;137,64;
7499;101;
7500;96,44;
7501;93,5;
7502;91,5;
7503;80;
7504;50;
7505;23,77;
7506;30;
7507;68,1;
7508;95,5;
7509;163,9;
7510;206,8;
7511;203,16;
7512;155,96;
7513;200,7;
7514;180;
7515;176;
7516;179;
7517;180;
7518;185;
7519;190,3;
7520;194,99;
7521;204,29;
7522;180;
7523;102,46;
7524;85,5;
7525;82,5;
7526;80,5;
7527;65,16;
7528;39,31;
7529;19,9;
7530;21,09;
7531;80;
7532;126,56;
7533;204,88;
7534;250;
7535;252,02;
7536;238,64;
7537;216,01;
7538;203,21;
7539;195,52;
7540;190;
7541;191;
7542;195,52;
7543;206,1;
7544;220,5;
7545;221,5;
7546;206,8;
7547;195;
7548;168;
7549;147,79;
7550;142,14;
7551;137,16;
7552;121,24;
7553;121,19;
7554;129,48;
7555;143,2;
7556;197,75;
7557;223,95;
7558;277;
7559;253,2;
7560;221,5;
7561;190,99;
7562;143,2;
7563;138,57;
7564;136,57;
7565;137,57;
7566;139,57;
7567;145,37;
7568;213,95;
7569;214,69;
7570;193,51;
7571;144,99;
7572;139,57;
7573;139,5;
7574;138,57;
7575;130,77;
7576;129,77;
7577;129,77;
7578;133,16;
7579;140;
7580;213,95;
7581;243,94;
7582;261,67;
7583;240,97;
7584;229,01;
7585;115,19;
7586;107,07;
7587;96,93;
7588;95,5;
7589;95,5;
7590;95,5;
7591;108,98;
7592;170;
7593;177,03;
7594;119,98;
7595;99,1;
7596;93,5;
7597;91,5;
7598;82,42;
7599;53,94;
7600;50,1;
7601;48,42;
7602;53,02;
7603;76;
7604;98,3;
7605;155,96;
7606;189,15;
7607;164,42;
7608;120;
7609;153,14;
7610;150;
7611;146,71;
7612;130,1;
7613;130,1;
7614;130;
7615;137,9;
7616;161,6;
7617;175,06;
7618;162,12;
7619;157,35;
7620;150,89;
7621;152,63;
7622;153,14;
7623;138,93;
7624;129,99;
7625;125;
7626;130;
7627;148,8;
7628;158,29;
7629;200;
7630;250;
7631;198,36;
7632;172,36;
7633;190;
7634;170,78;
7635;160,1;
7636;157,27;
7637;157,17;
7638;159,93;
7639;152,77;
7640;193,48;
7641;205;
7642;171,55;
7643;133,01;
7644;120,52;
7645;118,69;
7646;118;
7647;121,04;
7648;119,58;
7649;118,17;
7650;121;
7651;119,14;
7652;160,1;
7653;234,67;
7654;250;
7655;220;
7656;161,43;
7657;209,39;
7658;190;
7659;172,86;
7660;171,63;
7661;170,91;
7662;170,91;
7663;171,63;
7664;172,86;
7665;171,63;
7666;165,2;
7667;140,68;
7668;147,87;
7669;148,69;
7670;148,93;
7671;140,1;
7672;123,35;
7673;120,83;
7674;135;
7675;157;
7676;186;
7677;250,19;
7678;300;
7679;255,1;
7680;204,51;
7681;210;
7682;191,34;
7683;189,77;
7684;187,52;
7685;185,73;
7686;184,26;
7687;184,15;
7688;180,05;
7689;157;
7690;177,38;
7691;135,82;
7692;118,15;
7693;112,35;
7694;108,6;
7695;100,2;
7696;99,5;
7697;98,5;
7698;102,07;
7699;116,04;
7700;175,86;
7701;193,67;
7702;252;
7703;221,71;
7704;192,44;
7705;190,39;
7706;165,25;
7707;155,01;
7708;140;
7709;140;
7710;140;
7711;162,25;
7712;188,87;
7713;204;
7714;220;
7715;200;
7716;175,04;
7717;160;
7718;161,25;
7719;135;
7720;135,97;
7721;156,1;
7722;176,38;
7723;193,92;
7724;206,32;
7725;225,03;
7726;240,01;
7727;183,11;
7728;161,25;
7729;131,27;
7730;120;
7731;113,25;
7732;100;
7733;91,73;
7734;90;
7735;101,55;
7736;120;
7737;120,07;
7738;130;
7739;126,04;
7740;114,25;
7741;113,25;
7742;113;
7743;109,68;
7744;110;
7745;111,25;
7746;112,25;
7747;130,21;
7748;170;
7749;205,19;
7750;212;
7751;195,07;
7752;150;
7753;110;
7754;104,48;
7755;95,25;
7756;94,25;
7757;95,25;
7758;101,75;
7759;109,21;
7760;130;
7761;153,05;
7762;153,05;
7763;142,04;
7764;113,9;
7765;118,43;
7766;111;
7767;109,21;
7768;108;
7769;109,21;
7770;111;
7771;131,48;
7772;175,01;
7773;215;
7774;240;
7775;208,1;
7776;168,05;
7777;174,52;
7778;170,01;
7779;165,05;
7780;155,04;
7781;164,79;
7782;165,05;
7783;168;
7784;176,69;
7785;194,45;
7786;186,9;
7787;176,29;
7788;175,99;
7789;176,43;
7790;176,68;
7791;176,09;
7792;172,5;
7793;165,05;
7794;168;
7795;173,01;
7796;194,84;
7797;210;
7798;215,25;
7799;179,44;
7800;155;
7801;191,42;
7802;181,6;
7803;165;
7804;156,43;
7805;155,2;
7806;155,71;
7807;171;
7808;192,83;
7809;201,36;
7810;190,13;
7811;170;
7812;181,6;
7813;181,6;
7814;180,1;
7815;154,69;
7816;144,09;
7817;140;
7818;141,32;
7819;150;
7820;181,01;
7821;201,76;
7822;202,28;
7823;180;
7824;146;
7825;90;
7826;63,93;
7827;59,64;
7828;55;
7829;53,95;
7830;54,63;
7831;54,84;
7832;58,43;
7833;58,63;
7834;49;
7835;15,01;
7836;10;
7837;19,28;
7838;30,1;
7839;30,1;
7840;30;
7841;34,18;
7842;51,32;
7843;58,73;
7844;100;
7845;141,52;
7846;167,5;
7847;106,5;
7848;88,1;
7849;145,07;
7850;141,52;
7851;140;
7852;124,45;
7853;138,53;
7854;141,52;
7855;146,5;
7856;157,46;
7857;150,61;
7858;140;
7859;99,32;
7860;87,2;
7861;85,7;
7862;85,7;
7863;84,92;
7864;61,01;
7865;84,58;
7866;99,4;
7867;145,07;
7868;156,31;
7869;182,6;
7870;202,28;
7871;182,89;
7872;175,95;
7873;178,15;
7874;157;
7875;151,8;
7876;147,7;
7877;155,12;
7878;165;
7879;192,83;
7880;205,94;
7881;220;
7882;209,71;
7883;202,6;
7884;199,99;
7885;200;
7886;200;
7887;196;
7888;192,83;
7889;194,59;
7890;189,54;
7891;201,1;
7892;206,34;
7893;248,8;
7894;235,1;
7895;202,6;
7896;180;
7897;172,31;
7898;144,15;
7899;135,95;
7900;134,2;
7901;136,5;
7902;143,47;
7903;160;
7904;183,17;
7905;191,85;
7906;184,74;
7907;150,5;
7908;131,43;
7909;131,43;
7910;131,43;
7911;126;
7912;124,5;
7913;126;
7914;126;
7915;133,58;
7916;173,72;
7917;189,76;
7918;188,54;
7919;140;
7920;128,08;
7921;121,06;
7922;109,5;
7923;110;
7924;105,95;
7925;104,89;
7926;109;
7927;122,78;
7928;148,33;
7929;166,62;
7930;153,81;
7931;139,69;
7932;132,1;
7933;138,7;
7934;139,06;
7935;127,2;
7936;126;
7937;127,2;
7938;138,2;
7939;148,43;
7940;180,99;
7941;187,93;
7942;185,68;
7943;150,05;
7944;124,5;
7945;170;
7946;163,59;
7947;161,5;
7948;161,6;
7949;163,59;
7950;167,42;
7951;169,16;
7952;195;
7953;221,29;
7954;196,8;
7955;175,55;
7956;165,68;
7957;165,17;
7958;163,01;
7959;150;
7960;138,7;
7961;138,7;
7962;158,54;
7963;166,7;
7964;180,54;
7965;250;
7966;239,64;
7967;176,88;
7968;171;
7969;152,26;
7970;143,95;
7971;128,05;
7972;115,2;
7973;115,2;
7974;115,2;
7975;115,32;
7976;173;
7977;178,04;
7978;147,99;
7979;111,95;
7980;101,91;
7981;99,5;
7982;99;
7983;96,28;
7984;95,7;
7985;96,6;
7986;99,08;
7987;115,2;
7988;158,01;
7989;182,17;
7990;178,5;
7991;139,65;
7992;112;
7993;160,08;
7994;147;
7995;127,93;
7996;117,46;
7997;117,16;
7998;110,01;
7999;110;
8000;107,41;
8001;118,72;
8002;119,32;
8003;117,39;
8004;87,25;
8005;76,23;
8006;73,05;
8007;64;
8008;60,56;
8009;50,1;
8010;54,05;
8011;64;
8012;117,26;
8013;157,04;
8014;160;
8015;128,05;
8016;117,76;
8017;105,61;
8018;105,79;
8019;95;
8020;100,51;
8021;100,79;
8022;105,51;
8023;101,11;
8024;100;
8025;75,2;
8026;69;
8027;30,83;
8028;1,44;
8029;3;
8030;15;
8031;13,07;
8032;1,29;
8033;1,29;
8034;1,44;
8035;34,16;
8036;116;
8037;148,16;
8038;156,82;
8039;144,68;
8040;101,49;
8041;93,18;
8042;80;
8043;75,64;
8044;80;
8045;85,1;
8046;94,34;
8047;96,34;
8048;122,52;
8049;150;
8050;139;
8051;122,52;
8052;110,34;
8053;120;
8054;120;
8055;115;
8056;102,2;
8057;98,34;
8058;110,11;
8059;123,1;
8060;140;
8061;218,6;
8062;208,05;
8063;149,98;
8064;120,04;
8065;142,53;
8066;139,07;
8067;133,33;
8068;120,01;
8069;90,02;
8070;88,93;
8071;128,77;
8072;138,12;
8073;139,07;
8074;136,1;
8075;91,93;
8076;60,5;
8077;58,18;
8078;48,9;
8079;39,03;
8080;21,01;
8081;21,01;
8082;37,1;
8083;58,57;
8084;125,71;
8085;150,81;
8086;164;
8087;139,07;
8088;132,04;
8089;130;
8090;117,04;
8091;115;
8092;110,01;
8093;103;
8094;102,75;
8095;115,81;
8096;143,42;
8097;145;
8098;132,04;
8099;116,53;
8100;94,28;
8101;84,99;
8102;70,2;
8103;53,43;
8104;40;
8105;36,18;
8106;50,56;
8107;79,38;
8108;115,81;
8109;174,88;
8110;203,74;
8111;146,17;
8112;131;
8113;115,81;
8114;112,32;
8115;102,94;
8116;94,94;
8117;92,89;
8118;93,95;
8119;110,1;
8120;145;
8121;155;
8122;131,86;
8123;105,44;
8124;90,1;
8125;90,1;
8126;90,1;
8127;89,06;
8128;86;
8129;86;
8130;92,89;
8131;107,42;
8132;130,54;
8133;180;
8134;200;
8135;135;
8136;115,01;
8137;92,79;
8138;90,2;
8139;90,1;
8140;90,2;
8141;92,86;
8142;96,1;
8143;132,3;
8144;170,1;
8145;174,28;
8146;135,61;
8147;92,72;
8148;80,5;
8149;83,2;
8150;83,53;
8151;80,5;
8152;80;
8153;80,5;
8154;90,1;
8155;105;
8156;150;
8157;200;
8158;218;
8159;177,04;
8160;155,72;
8161;167;
8162;103,8;
8163;90,56;
8164;85;
8165;79,22;
8166;77,97;
8167;90,56;
8168;98,37;
8169;128,3;
8170;135,99;
8171;100,05;
8172;95;
8173;91;
8174;85,11;
8175;72,72;
8176;74,87;
8177;81,57;
8178;94;
8179;128,6;
8180;180,85;
8181;218,65;
8182;188,89;
8183;170,25;
8184;147,71;
8185;185,04;
8186;156,1;
8187;159,94;
8188;150,3;
8189;125,31;
8190;150,2;
8191;177,7;
8192;170,5;
8193;154,07;
8194;134;
8195;99,87;
8196;92,86;
8197;99,63;
8198;99,05;
8199;88;
8200;96,08;
8201;99,88;
8202;105;
8203;149,34;
8204;177;
8205;220,06;
8206;232,99;
8207;181,58;
8208;175,61;
8209;196,39;
8210;187;
8211;190,28;
8212;190,28;
8213;194,29;
8214;197,7;
8215;199,46;
8216;204,97;
8217;235;
8218;215;
8219;195,61;
8220;187;
8221;185,37;
8222;180;
8223;169,31;
8224;165;
8225;171,43;
8226;187;
8227;199,24;
8228;215;
8229;270;
8230;265;
8231;208,5;
8232;200,3;
8233;205,42;
8234;183,59;
8235;183,89;
8236;162,5;
8237;170;
8238;184,19;
8239;205,23;
8240;250;
8241;255;
8242;249,6;
8243;161;
8244;144;
8245;140,95;
8246;139,89;
8247;134,69;
8248;130;
8249;130,11;
8250;144;
8251;178,69;
8252;250;
8253;280;
8254;260;
8255;233,13;
8256;196,73;
8257;217,75;
8258;183,39;
8259;158,79;
8260;145,5;
8261;128,5;
8262;149;
8263;177,39;
8264;246,27;
8265;250;
8266;209,73;
8267;148;
8268;135;
8269;134,9;
8270;134,9;
8271;129,5;
8272;128,5;
8273;129,5;
8274;134,99;
8275;148,89;
8276;211,92;
8277;240;
8278;211,92;
8279;149,95;
8280;126,78;
8281;96,12;
8282;90,17;
8283;81;
8284;77,43;
8285;75;
8286;75,47;
8287;82,5;
8288;102,62;
8289;118,28;
8290;110;
8291;96,12;
8292;88,8;
8293;88,8;
8294;91,24;
8295;91,42;
8296;92,69;
8297;93,5;
8298;100;
8299;118,64;
8300;185;
8301;216;
8302;220;
8303;181,74;
8304;142;
8305;143;
8306;136,89;
8307;115;
8308;114;
8309;137,19;
8310;138,58;
8311;162,02;
8312;180;
8313;219,23;
8314;210,32;
8315;162,02;
8316;135,6;
8317;131,79;
8318;125,61;
8319;115;
8320;113;
8321;112,38;
8322;132,64;
8323;163,03;
8324;210;
8325;240;
8326;210;
8327;164,65;
8328;132,94;
8329;162;
8330;143,5;
8331;120;
8332;114,72;
8333;112,84;
8334;107,45;
8335;109,7;
8336;114,99;
8337;115;
8338;114,72;
8339;101,4;
8340;82,99;
8341;81,49;
8342;88;
8343;90;
8344;88;
8345;87,95;
8346;94,03;
8347;104,03;
8348;153,75;
8349;182,23;
8350;190,01;
8351;160;
8352;144,55;
8353;150,01;
8354;130,85;
8355;115,3;
8356;98,17;
8357;98,1;
8358;101,1;
8359;102;
8360;113,11;
8361;96,99;
8362;90,35;
8363;85;
8364;76,4;
8365;77,3;
8366;78,94;
8367;75,48;
8368;75,44;
8369;75,54;
8370;83,32;
8371;95,23;
8372;153,91;
8373;202,94;
8374;214,83;
8375;190;
8376;161,24;
8377;118,78;
8378;110;
8379;105;
8380;104,42;
8381;102,84;
8382;104,42;
8383;119,45;
8384;162,78;
8385;200,05;
8386;202,07;
8387;189,01;
8388;163,5;
8389;163,01;
8390;162,38;
8391;155,3;
8392;155,01;
8393;155,3;
8394;168,41;
8395;201,4;
8396;241,48;
8397;270;
8398;220;
8399;200,05;
8400;159,34;
8401;182,04;
8402;155,91;
8403;146,07;
8404;139,99;
8405;135,1;
8406;140;
8407;148,02;
8408;195;
8409;200,11;
8410;200,11;
8411;187;
8412;169,8;
8413;154;
8414;150,14;
8415;144,9;
8416;145;
8417;150,41;
8418;173,9;
8419;188;
8420;200,3;
8421;246;
8422;223,94;
8423;182,04;
8424;140,7;
8425;183,12;
8426;154,38;
8427;134,51;
8428;131;
8429;130;
8430;129,99;
8431;129,11;
8432;129,42;
8433;130;
8434;130;
8435;126,12;
8436;110,7;
8437;104,57;
8438;109,11;
8439;110,8;
8440;105,99;
8441;105,99;
8442;121,01;
8443;130;
8444;135,1;
8445;188,6;
8446;188,6;
8447;165;
8448;131,85;
8449;128;
8450;121,54;
8451;118,54;
8452;121,54;
8453;126,12;
8454;129,42;
8455;141,83;
8456;195,3;
8457;196,01;
8458;195,3;
8459;131;
8460;120,54;
8461;115,99;
8462;114,68;
8463;113,54;
8464;111,94;
8465;113,6;
8466;122,04;
8467;147,71;
8468;199,04;
8469;202,07;
8470;197,02;
8471;191,58;
8472;142,93;
8473;160;
8474;132,48;
8475;122,3;
8476;110;
8477;109,52;
8478;111,4;
8479;121,85;
8480;165,09;
8481;174,08;
8482;167,02;
8483;120,09;
8484;102,93;
8485;99,59;
8486;97,17;
8487;93,67;
8488;92;
8489;94,25;
8490;103,23;
8491;133,78;
8492;186,3;
8493;190;
8494;202;
8495;175,09;
8496;160;
8497;148,44;
8498;134,9;
8499;131,58;
8500;129,32;
8501;129,08;
8502;128,65;
8503;127,81;
8504;130;
8505;135,15;
8506;129,9;
8507;123,03;
8508;89,33;
8509;81,67;
8510;80;
8511;71,42;
8512;58,4;
8513;58,4;
8514;70,3;
8515;90;
8516;133,11;
8517;167,76;
8518;154,99;
8519;145;
8520;129,22;
8521;129,08;
8522;114,63;
8523;113,38;
8524;114,52;
8525;80;
8526;79,72;
8527;89,53;
8528;113,38;
8529;109,98;
8530;125;
8531;114,73;
8532;79,72;
8533;75;
8534;73,51;
8535;70,3;
8536;70,1;
8537;70,1;
8538;72,84;
8539;113,38;
8540;125,05;
8541;148,9;
8542;144,96;
8543;138,16;
8544;129,21;
8545;128,31;
8546;114,41;
8547;105,65;
8548;89,64;
8549;89,64;
8550;113,25;
8551;139,42;
8552;175;
8553;202,21;
8554;193,66;
8555;168,01;
8556;140,23;
8557;120,45;
8558;112,27;
8559;105,14;
8560;102,05;
8561;109,63;
8562;119;
8563;153,72;
8564;174,62;
8565;205;
8566;192,4;
8567;164,79;
8568;147;
8569;135,12;
8570;100,5;
8571;92,82;
8572;89,64;
8573;86,54;
8574;82,15;
8575;122;
8576;148;
8577;158,61;
8578;153,76;
8579;127,73;
8580;80,2;
8581;72,51;
8582;59,52;
8583;50;
8584;47,83;
8585;54,7;
8586;78,25;
8587;137,7;
8588;146,21;
8589;162,01;
8590;155,58;
8591;140,16;
8592;97,57;
8593;122,59;
8594;111,72;
8595;76,93;
8596;69,36;
8597;64,39;
8598;60,1;
8599;60,1;
8600;73,3;
8601;120,01;
8602;80;
8603;69,06;
8604;55,92;
8605;50,65;
8606;50,65;
8607;48,37;
8608;48,61;
8609;54,21;
8610;65;
8611;115;
8612;117;
8613;136,74;
8614;125,04;
8615;110;
8616;76,34;
8617;80;
8618;72,34;
8619;68,74;
8620;65;
8621;66,74;
8622;68,89;
8623;75;
8624;102,01;
8625;117;
8626;119,72;
8627;105;
8628;95;
8629;77,04;
8630;74,4;
8631;68,69;
8632;64,22;
8633;70,32;
8634;76,68;
8635;98,59;
8636;102,59;
8637;122,96;
8638;115;
8639;97;
8640;76,8;
8641;90;
8642;77,84;
8643;75;
8644;75,4;
8645;79,99;
8646;84,98;
8647;95,9;
8648;113;
8649;120,75;
8650;121,81;
8651;116,38;
8652;114,38;
8653;110,96;
8654;107,99;
8655;105;
8656;105;
8657;107,79;
8658;114,38;
8659;112,38;
8660;120;
8661;172,76;
8662;136,21;
8663;115;
8664;114,38;
8665;143,43;
8666;125,47;
8667;113,94;
8668;115;
8669;106;
8670;103,22;
8671;120;
8672;118,81;
8673;127,28;
8674;127,38;
8675;111,86;
8676;120;
8677;99,99;
8678;84,32;
8679;72,6;
8680;58,7;
8681;55,2;
8682;64,3;
8683;75;
8684;115,72;
8685;140,67;
8686;134,8;
8687;118,24;
8688;89,79;
8689;80,1;
8690;74,1;
8691;65,3;
8692;65,3;
8693;64,29;
8694;65,3;
8695;64,29;
8696;70,2;
8697;72,52;
8698;75,2;
8699;71,01;
8700;64,29;
8701;59,3;
8702;52,9;
8703;15;
8704;4,11;
8705;4,11;
8706;59,3;
8707;88;
8708;121,99;
8709;130,37;
8710;138,22;
8711;131;
8712;111,86;
8713;89,3;
8714;80;
8715;80;
8716;88,71;
8717;77,6;
8718;79;
8719;109,98;
8720;120,89;
8721;129,92;
8722;130,37;
8723;117,3;
8724;112,39;
8725;95,23;
8726;89,3;
8727;88,71;
8728;89,3;
8729;96,5;
8730;116,89;
8731;136,46;
8732;150,16;
8733;180,01;
8734;155;
8735;124,31;
8736;97,5;
8737;115,86;
8738;94,2;
8739;88,65;
8740;80,65;
8741;78,6;
8742;78,6;
8743;88,9;
8744;118,65;
8745;141,11;
8746;130,37;
8747;110,16;
8748;108,18;
8749;101,55;
8750;88,65;
8751;84,8;
8752;85,31;
8753;88,9;
8754;105,97;
8755;125,08;
8756;134,81;
8757;153,32;
8758;127,7;
8759;117,45;
8760;112,33;
8761;94,63;
8762;88,8;
8763;85,9;
8764;85,4;
8765;85,9;
8766;88,6;
8767;94,26;
8768;135,89;
8769;145,02;
8770;135;
8771;128,87;
8772;112,8;
8773;105,16;
8774;94,26;
8775;94,9;
8776;93,83;
8777;99,39;
8778;119,13;
8779;132,96;
8780;147;
8781;138,02;
8782;111,97;
8783;99,1;
8784;90,1;
8785;96,63;
8786;97,52;
8787;97,92;
8788;91,72;
8789;90;
8790;95;
8791;110;
8792;135;
8793;172,32;
8794;143,38;
8795;128,92;
8796;118,81;
8797;104,67;
8798;100,65;
8799;93;
8800;90,1;
8801;90,26;
8802;107,74;
8803;137,31;
8804;151;
8805;138,3;
8806;131,37;
8807;124,36;
8808;101,1;
8809;90,31;
8810;89,64;
8811;88,02;
8812;88,02;
8813;88,6;
8814;90,1;
8815;111,33;
8816;132,25;
8817;140;
8818;137,89;
8819;130,3;
8820;114,94;
8821;106,13;
8822;101,03;
8823;100,5;
8824;93,66;
8825;105,25;
8826;124,35;
8827;133,31;
8828;135,31;
8829;132,96;
8830;128,92;
8831;105,82;
8832;94,38;
8833;93,85;
8834;92,77;
8835;90,41;
8836;87,98;
8837;87;
8838;86,57;
8839;89,33;
8840;101,96;
8841;115,04;
8842;109;
8843;95,48;
8844;87;
8845;84;
8846;80,9;
8847;83,6;
8848;84,6;
8849;85,2;
8850;105,78;
8851;131,31;
8852;133,41;
8853;130,96;
8854;131,31;
8855;125,96;
8856;120;
