; x ;
3728;262,48;
3729;275;
3730;279,02;
3731;268,58;
3732;264;
3733;260,72;
3734;260;
3735;256,39;
3736;251,74;
3737;243,6;
3738;228,78;
3739;235,99;
3740;258,08;
3741;275;
3742;282,69;
3743;265;
3744;259,9;
3745;275,67;
3746;258,17;
3747;255,76;
3748;249;
3749;243,24;
3750;247;
3751;255,76;
3752;280;
3753;290,57;
3754;280,64;
3755;261,81;
3756;247,35;
3757;216,99;
3758;197,82;
3759;188,44;
3760;184,6;
3761;175,7;
3762;175,65;
3763;187,94;
3764;234,06;
3765;280;
3766;283,28;
3767;258,7;
3768;216,71;
3769;218;
3770;186;
3771;179,76;
3772;176,44;
3773;179,76;
3774;185,69;
3775;197,1;
3776;272,58;
3777;288,72;
3778;275;
3779;250;
3780;194,92;
3781;195,5;
3782;194,92;
3783;188,3;
3784;184,94;
3785;179,76;
3786;184,94;
3787;194,92;
3788;267,64;
3789;300;
3790;319,32;
3791;300;
3792;279,9;
3793;296,42;
3794;287,33;
3795;280;
3796;260,54;
3797;258,7;
3798;252,7;
3799;265;
3800;248,14;
3801;260,54;
3802;235,86;
3803;181,45;
3804;155;
3805;148,88;
3806;164,39;
3807;152,17;
3808;133,67;
3809;126,68;
3810;93,69;
3811;172,65;
3812;248,14;
3813;293,78;
3814;300;
3815;296,42;
3816;289,86;
3817;290;
3818;283,71;
3819;280,55;
3820;275,4;
3821;257,01;
3822;258,73;
3823;270,6;
3824;275;
3825;277,34;
3826;252,01;
3827;223;
3828;181,94;
3829;172,7;
3830;172,7;
3831;172,4;
3832;170;
3833;138,83;
3834;129,99;
3835;167,02;
3836;203,12;
3837;273,6;
3838;284,03;
3839;265;
3840;204,42;
3841;194,44;
3842;180;
3843;172,65;
3844;172,7;
3845;183;
3846;193,37;
3847;265,42;
3848;282,92;
3849;286,08;
3850;279,66;
3851;266,7;
3852;236;
3853;264,08;
3854;266,7;
3855;268;
3856;269,38;
3857;267,81;
3858;276,98;
3859;280;
3860;284,61;
3861;294,54;
3862;298,06;
3863;286,97;
3864;274,75;
3865;245;
3866;232;
3867;205,5;
3868;210;
3869;215;
3870;233;
3871;219,02;
3872;264,96;
3873;266,75;
3874;275;
3875;280,15;
3876;280,3;
3877;283;
3878;284,13;
3879;283,67;
3880;279,27;
3881;275,88;
3882;274,27;
3883;285,4;
3884;290,21;
3885;300,97;
3886;300,69;
3887;291,22;
3888;285;
3889;278,11;
3890;265;
3891;259,5;
3892;252;
3893;254,5;
3894;265,27;
3895;287,84;
3896;298,59;
3897;311,59;
3898;295,43;
3899;288,72;
3900;262,22;
3901;254,96;
3902;217,9;
3903;226,7;
3904;205,57;
3905;200;
3906;198,94;
3907;201,56;
3908;228,93;
3909;277,47;
3910;277,1;
3911;262,38;
3912;249,59;
3913;249,24;
3914;221,78;
3915;203,77;
3916;172,6;
3917;165,46;
3918;174,37;
3919;224,76;
3920;264,22;
3921;270;
3922;268,3;
3923;254;
3924;220;
3925;193,99;
3926;186,38;
3927;180;
3928;172,3;
3929;172,3;
3930;170,7;
3931;183,94;
3932;193,5;
3933;268,3;
3934;266,75;
3935;249,99;
3936;228,38;
3937;218,98;
3938;181,6;
3939;167,12;
3940;165,8;
3941;165,8;
3942;165,91;
3943;172,5;
3944;240;
3945;249,41;
3946;193,2;
3947;158,04;
3948;145,1;
3949;102,9;
3950;82;
3951;20;
3952;7;
3953;7;
3954;14;
3955;101,4;
3956;165,8;
3957;248,58;
3958;252,08;
3959;248,58;
3960;239,91;
3961;244,12;
3962;235,7;
3963;236,91;
3964;232;
3965;233,35;
3966;236,91;
3967;236,21;
3968;237,38;
3969;237,18;
3970;261,91;
3971;240;
3972;232,25;
3973;234,02;
3974;230;
3975;221,01;
3976;186,4;
3977;184,67;
3978;217,1;
3979;238,04;
3980;260,56;
3981;294,88;
3982;294,88;
3983;284,75;
3984;287,84;
3985;282,48;
3986;266,3;
3987;270,93;
3988;256,79;
3989;246,89;
3990;239,91;
3991;250,41;
3992;249,53;
3993;249,53;
3994;200;
3995;149,81;
3996;81;
3997;3,7;
3998;3,7;
3999;3,7;
4000;1,03;
4001;1,03;
4002;1,03;
4003;3,7;
4004;114;
4005;227,91;
4006;260;
4007;245,57;
4008;215;
4009;150;
4010;114;
4011;96;
4012;100,1;
4013;117;
4014;149,81;
4015;160;
4016;255;
4017;263,4;
4018;255;
4019;214,92;
4020;152,5;
4021;122,97;
4022;90;
4023;62,75;
4024;55,1;
4025;62,6;
4026;111;
4027;152,6;
4028;239,91;
4029;270,2;
4030;267,81;
4031;247,99;
4032;204,4;
4033;220,26;
4034;188,71;
4035;188,15;
4036;183;
4037;185,55;
4038;191,53;
4039;228,09;
4040;249,53;
4041;252,65;
4042;252,88;
4043;253,05;
4044;249,53;
4045;246,2;
4046;242,85;
4047;244,81;
4048;241,58;
4049;240,24;
4050;231,32;
4051;250,96;
4052;262;
4053;280,04;
4054;282,26;
4055;270;
4056;260;
4057;242,75;
4058;229,77;
4059;220;
4060;201,85;
4061;190,9;
4062;212,32;
4063;248,74;
4064;257,02;
4065;260;
4066;254,25;
4067;242,75;
4068;234,99;
4069;227,67;
4070;208;
4071;201,18;
4072;196;
4073;200,47;
4074;221,2;
4075;219,28;
4076;242,36;
4077;254;
4078;259;
4079;250;
4080;231,94;
4081;232,45;
4082;207,63;
4083;200,14;
4084;198,05;
4085;199,97;
4086;204,46;
4087;239,86;
4088;245,07;
4089;245,07;
4090;240;
4091;216,35;
4092;200;
4093;192;
4094;195,19;
4095;193,64;
4096;191;
4097;190;
4098;201,55;
4099;230,19;
4100;245,22;
4101;272,31;
4102;265,46;
4103;253,68;
4104;238,98;
4105;214,9;
4106;202,21;
4107;197,03;
4108;193,7;
4109;192,21;
4110;196,86;
4111;205,33;
4112;221,41;
4113;229,31;
4114;228,43;
4115;191,87;
4116;170,91;
4117;170,9;
4118;167,65;
4119;157,38;
4120;151,11;
4121;155,01;
4122;170,5;
4123;196,21;
4124;228,35;
4125;235,99;
4126;237,29;
4127;233,44;
4128;215,35;
4129;222,43;
4130;191;
4131;178,09;
4132;184,99;
4133;184,99;
4134;185;
4135;200;
4136;202,51;
4137;189,6;
4138;172,62;
4139;146,58;
4140;121,99;
4141;99,99;
4142;89,99;
4143;42,97;
4144;40,32;
4145;65,84;
4146;107,71;
4147;138,49;
4148;178,76;
4149;205,81;
4150;200;
4151;175,84;
4152;166,88;
4153;160,22;
4154;139,97;
4155;128,46;
4156;123,38;
4157;133,96;
4158;139,96;
4159;146,1;
4160;168,5;
4161;133,55;
4162;100;
4163;75,92;
4164;60,14;
4165;50,08;
4166;25,21;
4167;11;
4168;3,7;
4169;15;
4170;66,2;
4171;99,9;
4172;180,51;
4173;191,54;
4174;189,59;
4175;171,46;
4176;158,07;
4177;95,9;
4178;81;
4179;84;
4180;81;
4181;85,25;
4182;92,31;
4183;100,94;
4184;112,53;
4185;120,57;
4186;121,77;
4187;97,49;
4188;89,89;
4189;95,9;
4190;63,15;
4191;45;
4192;60,58;
4193;80;
4194;63,15;
4195;67,8;
4196;95,9;
4197;196;
4198;219,69;
4199;177;
4200;151,02;
4201;120;
4202;92,91;
4203;87,85;
4204;87,85;
4205;87,85;
4206;90;
4207;135;
4208;155,67;
4209;170,91;
4210;160,2;
4211;150;
4212;135,4;
4213;120;
4214;106,17;
4215;89,61;
4216;75;
4217;61;
4218;55,11;
4219;64;
4220;87,85;
4221;149,17;
4222;160,2;
4223;149,17;
4224;100;
4225;125,01;
4226;100;
4227;80,11;
4228;70,02;
4229;76,24;
4230;86,04;
4231;95,54;
4232;145;
4233;148;
4234;145,58;
4235;125,01;
4236;86,04;
4237;69,39;
4238;60,24;
4239;38,08;
4240;8,99;
4241;6;
4242;7;
4243;33,06;
4244;66,94;
4245;105,6;
4246;147,02;
4247;126,61;
4248;93,02;
4249;154,5;
4250;145,8;
4251;145,8;
4252;149,18;
4253;155,2;
4254;167;
4255;173,57;
4256;203,56;
4257;209;
4258;176,82;
4259;161;
4260;153;
4261;147,02;
4262;145;
4263;104;
4264;101;
4265;101,77;
4266;123,67;
4267;154,69;
4268;178,07;
4269;223,61;
4270;220,44;
4271;199,71;
4272;187,81;
4273;216,06;
4274;200;
4275;187,01;
4276;179,41;
4277;176,09;
4278;189,58;
4279;218,07;
4280;239,95;
4281;244,1;
4282;221,05;
4283;229;
4284;211,27;
4285;207,77;
4286;207;
4287;204,45;
4288;201,98;
4289;201,98;
4290;201,42;
4291;206,43;
4292;209,61;
4293;209,97;
4294;215,35;
4295;209,89;
4296;199,01;
4297;180,21;
4298;173,15;
4299;168,03;
4300;142;
4301;126,58;
4302;122,45;
4303;135,31;
4304;120,1;
4305;86,69;
4306;72,02;
4307;55,39;
4308;4,79;
4309;3,7;
4310;3,7;
4311;3,7;
4312;1,17;
4313;1,17;
4314;1,17;
4315;3,7;
4316;18,94;
4317;119,99;
4318;173,15;
4319;182,48;
4320;170,38;
4321;144;
4322;115;
4323;112,99;
4324;108,45;
4325;102,39;
4326;112,99;
4327;130,04;
4328;137,02;
4329;154;
4330;150,01;
4331;120;
4332;109,95;
4333;112,99;
4334;130,04;
4335;116,95;
4336;108,24;
4337;102;
4338;112,99;
4339;165,01;
4340;198,65;
4341;224,95;
4342;257,04;
4343;255;
4344;246,02;
4345;267,43;
4346;260,51;
4347;248,87;
4348;238,52;
4349;232,61;
4350;230,88;
4351;237,23;
4352;261,87;
4353;272,47;
4354;238,77;
4355;221,75;
4356;204,26;
4357;181,98;
4358;180,1;
4359;173,76;
4360;170;
4361;170,56;
4362;180;
4363;207;
4364;231,76;
4365;275,71;
4366;264,93;
4367;254;
4368;232,61;
4369;237,76;
4370;231,13;
4371;222,62;
4372;211,79;
4373;214,47;
4374;232,95;
4375;251,07;
4376;255,6;
4377;256;
4378;246;
4379;237,76;
4380;228,57;
4381;223;
4382;215;
4383;205,53;
4384;205;
4385;207,26;
4386;223;
4387;229,13;
4388;241,55;
4389;265,01;
4390;270,01;
4391;255;
4392;245,51;
4393;211,96;
4394;205;
4395;196,36;
4396;194,53;
4397;197,51;
4398;209,94;
4399;242,97;
4400;254,94;
4401;265,98;
4402;252,74;
4403;235,38;
4404;216,74;
4405;207,66;
4406;200,62;
4407;193,22;
4408;190,96;
4409;191,35;
4410;206,49;
4411;223,86;
4412;235,17;
4413;254,07;
4414;254,94;
4415;235,33;
4416;224,99;
4417;219,39;
4418;206,12;
4419;198;
4420;202,5;
4421;201,5;
4422;218,35;
4423;250;
4424;263,45;
4425;267,15;
4426;251,26;
4427;224,93;
4428;214,7;
4429;208;
4430;200,09;
4431;197,05;
4432;196,3;
4433;197,13;
4434;217,63;
4435;230;
4436;240,34;
4437;254,48;
4438;267,85;
4439;250,16;
4440;222,78;
4441;206,05;
4442;203,15;
4443;202,52;
4444;203,23;
4445;205,09;
4446;213,86;
4447;230;
4448;245,24;
4449;248,41;
4450;234,45;
4451;213,32;
4452;204,66;
4453;195;
4454;191;
4455;186;
4456;186;
4457;195;
4458;202,11;
4459;204,84;
4460;218,19;
4461;250,01;
4462;254,97;
4463;241,56;
4464;221,46;
4465;204,78;
4466;189,1;
4467;189,91;
4468;187,47;
4469;189,96;
4470;194,81;
4471;201;
4472;206,59;
4473;210,01;
4474;195,5;
4475;178;
4476;175;
4477;175;
4478;172,94;
4479;166,35;
4480;159,69;
4481;145;
4482;138;
4483;164,25;
4484;175;
4485;212;
4486;232,01;
4487;218,5;
4488;193,91;
4489;206;
4490;199,7;
4491;197,56;
4492;192,2;
4493;197,43;
4494;201,32;
4495;195;
4496;194,95;
4497;186,94;
4498;182,04;
4499;177,31;
4500;170,93;
4501;167,39;
4502;150,74;
4503;140,4;
4504;131,7;
4505;117,77;
4506;95,05;
4507;128,27;
4508;164,06;
4509;211,62;
4510;227;
4511;222,96;
4512;210,26;
4513;198;
4514;197,52;
4515;194,69;
4516;193,76;
4517;196,34;
4518;209,31;
4519;209,31;
4520;212,93;
4521;212,61;
4522;208,64;
4523;192,45;
4524;168,57;
4525;185,01;
4526;190,45;
4527;184,45;
4528;168,57;
4529;161,88;
4530;155,01;
4531;161;
4532;163,94;
4533;206,01;
4534;217,2;
4535;210;
4536;205,7;
4537;152,89;
4538;153,89;
4539;184,08;
4540;185,12;
4541;187,04;
4542;191,19;
4543;155,74;
4544;199,68;
4545;205,7;
4546;200;
4547;175;
4548;195,01;
4549;196,39;
4550;196,01;
4551;183,33;
4552;195,54;
4553;195,5;
4554;195,5;
4555;197,78;
4556;205,19;
4557;211,96;
4558;223,5;
4559;211,25;
4560;198,02;
4561;205,25;
4562;200;
4563;199,45;
4564;200,56;
4565;201,14;
4566;201,95;
4567;203,6;
4568;208,45;
4569;213,07;
4570;203,29;
4571;192,41;
4572;185,25;
4573;200,78;
4574;200,78;
4575;200,11;
4576;201,16;
4577;200,78;
4578;200;
4579;199,45;
4580;199;
4581;210;
4582;218;
4583;208,1;
4584;199;
4585;199,42;
4586;190,99;
4587;185;
4588;191,96;
4589;199,84;
4590;200,04;
4591;200,56;
4592;210;
4593;212,87;
4594;205;
4595;198,92;
4596;168,78;
4597;180;
4598;179;
4599;161,19;
4600;160,25;
4601;157,24;
4602;159;
4603;170,1;
4604;191,45;
4605;213;
4606;225,14;
4607;214,34;
4608;204,45;
4609;217,9;
4610;213,74;
4611;207,56;
4612;204,02;
4613;206,57;
4614;213,11;
4615;215,01;
4616;220,69;
4617;217,68;
4618;204,55;
4619;200,55;
4620;194,55;
4621;190,55;
4622;181;
4623;164,03;
4624;160;
4625;150,5;
4626;150,05;
4627;156,41;
4628;198,55;
4629;210;
4630;231,47;
4631;224,3;
4632;210,38;
4633;209,78;
4634;205;
4635;202,83;
4636;200,01;
4637;199,5;
4638;200,1;
4639;201,78;
4640;205,61;
4641;205;
4642;170,7;
4643;156,99;
4644;151,42;
4645;149,99;
4646;152;
4647;148;
4648;148;
4649;145,23;
4650;145,23;
4651;155,11;
4652;205,61;
4653;218,34;
4654;229;
4655;223,12;
4656;208,38;
4657;208,1;
4658;193,3;
4659;191,92;
4660;186,01;
4661;182,98;
4662;186,06;
4663;184,97;
4664;185,93;
4665;183,62;
4666;163,45;
4667;140,33;
4668;123,17;
4669;128,06;
4670;116,87;
4671;110,68;
4672;93,26;
4673;113,6;
4674;149,4;
4675;180;
4676;209,78;
4677;223,76;
4678;238,35;
4679;225,91;
4680;217,9;
4681;209,08;
4682;199,21;
4683;196,07;
4684;191,11;
4685;193,68;
4686;210,72;
4687;222;
4688;231,76;
4689;228,47;
4690;219,21;
4691;199,95;
4692;197,6;
4693;200,23;
4694;199,15;
4695;191,92;
4696;183,94;
4697;190,63;
4698;202,01;
4699;205,4;
4700;211,99;
4701;226,82;
4702;250,44;
4703;231,57;
4704;216,72;
4705;216,41;
4706;205,61;
4707;197,97;
4708;198;
4709;198,35;
4710;202,35;
4711;224,08;
4712;237,95;
4713;235;
4714;220;
4715;210,02;
4716;201,5;
4717;195,63;
4718;186,52;
4719;185;
4720;176,22;
4721;179,37;
4722;193,58;
4723;209,78;
4724;215,95;
4725;230;
4726;236,96;
4727;229,09;
4728;223,61;
4729;207,15;
4730;192,8;
4731;185,5;
4732;179;
4733;179,46;
4734;185,72;
4735;216,37;
4736;228,84;
4737;224;
4738;200;
4739;180,24;
4740;171,25;
4741;166,04;
4742;163,98;
4743;161,4;
4744;154,4;
4745;155,11;
4746;157,37;
4747;166,04;
4748;174,16;
4749;216,37;
4750;220;
4751;206,01;
4752;192,93;
4753;166,04;
4754;164,99;
4755;163,98;
4756;161,11;
4757;163,02;
4758;172,42;
4759;209,78;
4760;212,97;
4761;216,06;
4762;210;
4763;204,22;
4764;186,18;
4765;175,01;
4766;166,04;
4767;164,99;
4768;163,98;
4769;163,98;
4770;165,68;
4771;186,18;
4772;200,01;
4773;212,97;
4774;227,49;
4775;224,32;
4776;212,97;
4777;210;
4778;202,71;
4779;189;
4780;177,01;
4781;185;
4782;203,2;
4783;226,93;
4784;242,74;
4785;238;
4786;225,1;
4787;207,46;
4788;201,1;
4789;195,18;
4790;187,55;
4791;167;
4792;165,5;
4793;166;
4794;164,99;
4795;195,18;
4796;220;
4797;227,22;
4798;229;
4799;223,95;
4800;221,95;
4801;219,74;
4802;219,42;
4803;211,55;
4804;214,92;
4805;202;
4806;196;
4807;202,01;
4808;194,3;
4809;184,94;
4810;164,99;
4811;161,6;
4812;160,77;
4813;159,83;
4814;143,72;
4815;138,5;
4816;136,59;
4817;147,92;
4818;162,02;
4819;206,38;
4820;225;
4821;240,04;
4822;241,87;
4823;239;
4824;224,15;
4825;214,91;
4826;196,35;
4827;185,43;
4828;174,15;
4829;170,17;
4830;170,25;
4831;162,92;
4832;158,57;
4833;154,98;
4834;110,6;
4835;95,98;
4836;90;
4837;75;
4838;45,35;
4839;15;
4840;1,03;
4841;1,03;
4842;1,17;
4843;10,09;
4844;155,99;
4845;218,26;
4846;226,18;
4847;219,57;
4848;200,5;
4849;180,18;
4850;169,06;
4851;169,13;
4852;169,89;
4853;169,53;
4854;182,04;
4855;229,95;
4856;248,08;
4857;240;
4858;230,32;
4859;210,62;
4860;186,31;
4861;180,05;
4862;169;
4863;160,7;
4864;160,32;
4865;160,5;
4866;160,99;
4867;163,9;
4868;200;
4869;229,74;
4870;247,03;
4871;238,55;
4872;229,74;
4873;203,39;
4874;195,94;
4875;189,1;
4876;185,05;
4877;189,2;
4878;202,24;
4879;227;
4880;237;
4881;228,85;
4882;209,89;
4883;179,89;
4884;162,04;
4885;161,58;
4886;161,57;
4887;160,99;
4888;161;
4889;161,6;
4890;169;
4891;186,56;
4892;222;
4893;245,39;
4894;265,88;
4895;245,46;
4896;233,95;
4897;206,47;
4898;187,89;
4899;180,01;
4900;176,41;
4901;173,79;
4902;179,61;
4903;219,95;
4904;235;
4905;230;
4906;218,81;
4907;206,05;
4908;173,79;
4909;170,71;
4910;167,3;
4911;165,04;
4912;167,28;
4913;168,28;
4914;171,71;
4915;179,94;
4916;212,45;
4917;228,27;
4918;237,72;
4919;225,73;
4920;194,47;
4921;196,96;
4922;185,01;
4923;179,94;
4924;176,27;
4925;177,98;
4926;185,06;
4927;222,33;
4928;235,7;
4929;230,01;
4930;215,94;
4931;198,22;
4932;171,59;
4933;167,02;
4934;163,7;
4935;161,18;
4936;157,14;
4937;157,14;
4938;162,1;
4939;164,54;
4940;182;
4941;220,43;
4942;236,21;
4943;226,03;
4944;213,31;
4945;211,1;
4946;195,98;
4947;189,56;
4948;188;
4949;189,56;
4950;208,62;
4951;226,51;
4952;230,05;
4953;230,72;
4954;224;
4955;204,97;
4956;200,28;
4957;195;
4958;190,07;
4959;180,18;
4960;174;
4961;180,18;
4962;190;
4963;214,92;
4964;225,63;
4965;226,87;
4966;218,03;
4967;205,27;
4968;190,17;
4969;180;
4970;169,27;
4971;169,26;
4972;165,87;
4973;164,84;
4974;164,94;
4975;164,84;
4976;164,85;
4977;166,54;
4978;172,97;
4979;178,82;
4980;174,89;
4981;170,57;
4982;167,45;
4983;164,67;
4984;161,55;
4985;159,33;
4986;164,84;
4987;171,58;
4988;201;
4989;219,32;
4990;228,11;
4991;227,05;
4992;216,42;
4993;214,57;
4994;179,4;
4995;172,5;
4996;172,24;
4997;172,21;
4998;174,65;
4999;180,18;
5000;180,18;
5001;180,01;
5002;169,47;
5003;165,49;
5004;160;
5005;149,01;
5006;141,98;
5007;101,4;
5008;103,7;
5009;133,19;
5010;141,98;
5011;149,9;
5012;166,54;
5013;220,43;
5014;227,9;
5015;220,43;
5016;216,11;
5017;197,01;
5018;180,18;
5019;171,55;
5020;171,54;
5021;171,49;
5022;172,54;
5023;202,7;
5024;224,96;
5025;230,02;
5026;220,97;
5027;217,19;
5028;202,68;
5029;188,88;
5030;187,91;
5031;177;
5032;177,68;
5033;175,01;
5034;180,18;
5035;180,18;
5036;214,94;
5037;210,07;
5038;215;
5039;210,01;
5040;180,18;
5041;173;
5042;165,76;
5043;166;
5044;168,27;
5045;170,57;
5046;182;
5047;201,4;
5048;210,29;
5049;212;
5050;193;
5051;180,18;
5052;169,47;
5053;180,18;
5054;169,47;
5055;162,04;
5056;160,94;
5057;159,22;
5058;160,01;
5059;160,01;
5060;162,54;
5061;194,3;
5062;220,3;
5063;211,91;
5064;187,4;
5065;190,73;
5066;180,06;
5067;170,51;
5068;167,92;
5069;169,9;
5070;178,14;
5071;211,11;
5072;227,98;
5073;222,55;
5074;209;
5075;184;
5076;167,1;
5077;180,18;
5078;180,18;
5079;157,55;
5080;156,94;
5081;155;
5082;156;
5083;165,44;
5084;185;
5085;208,46;
5086;214;
5087;204,61;
5088;187,4;
5089;182,9;
5090;171,5;
5091;160,01;
5092;150,55;
5093;150,54;
5094;153,5;
5095;180;
5096;195,05;
5097;189,88;
5098;163,44;
5099;162,48;
5100;163,06;
5101;163,79;
5102;155;
5103;154,99;
5104;152,5;
5105;154,38;
5106;161,07;
5107;162,08;
5108;194,85;
5109;199,8;
5110;218;
5111;210;
5112;209,55;
5113;175,01;
5114;150,2;
5115;146,49;
5116;146,04;
5117;146,04;
5118;147,54;
5119;174,75;
5120;189;
5121;195,94;
5122;185,28;
5123;166,1;
5124;168,92;
5125;164,23;
5126;163,29;
5127;159,33;
5128;150;
5129;147,54;
5130;146,54;
5131;147,54;
5132;168,5;
5133;199,8;
5134;214,57;
5135;203,29;
5136;189;
5137;169,11;
5138;151,53;
5139;158,68;
5140;148,5;
5141;151;
5142;160,83;
5143;176,56;
5144;177,89;
5145;171,01;
5146;152,67;
5147;144,56;
5148;145,01;
5149;148,5;
5150;144;
5151;141,7;
5152;138,46;
5153;126,04;
5154;130;
5155;143,5;
5156;161,65;
5157;209;
5158;227,98;
5159;215;
5160;200,86;
5161;183,13;
5162;179;
5163;159,8;
5164;154,07;
5165;151;
5166;161,01;
5167;175,75;
5168;160;
5169;144;
5170;140,08;
5171;140;
5172;145,06;
5173;141;
5174;133,49;
5175;123,78;
5176;121,59;
5177;120;
5178;139,54;
5179;146;
5180;183,02;
5181;214,94;
5182;224,97;
5183;228,03;
5184;214,96;
5185;203,9;
5186;198,96;
5187;192,65;
5188;190,69;
5189;188,59;
5190;195,74;
5191;230,68;
5192;231,07;
5193;227,98;
5194;215,39;
5195;210,05;
5196;198,59;
5197;198,4;
5198;191,62;
5199;188,59;
5200;180;
5201;169;
5202;183,98;
5203;190,99;
5204;212,6;
5205;238;
5206;250,2;
5207;243,68;
5208;227,5;
5209;225;
5210;216,34;
5211;213,57;
5212;213,57;
5213;212;
5214;210,6;
5215;228,68;
5216;247,77;
5217;243,14;
5218;225,9;
5219;210,12;
5220;201,43;
5221;193,09;
5222;184,07;
5223;190,14;
5224;180,18;
5225;180,18;
5226;185;
5227;195,44;
5228;220;
5229;240;
5230;247,51;
5231;240,01;
5232;227,98;
5233;222;
5234;212,59;
5235;205;
5236;198,95;
5237;195;
5238;198,95;
5239;230;
5240;249,68;
5241;246,36;
5242;228,82;
5243;211,8;
5244;205,58;
5245;195,99;
5246;180;
5247;175,5;
5248;173;
5249;171,1;
5250;174;
5251;177,93;
5252;205,67;
5253;247,81;
5254;262,6;
5255;250;
5256;232,55;
5257;241,89;
5258;238,97;
5259;228,51;
5260;228,41;
5261;221,55;
5262;223;
5263;236,95;
5264;241,89;
5265;236,75;
5266;198,8;
5267;180,18;
5268;179,94;
5269;179,93;
5270;174,91;
5271;172;
5272;171,85;
5273;176,23;
5274;181,06;
5275;217,65;
5276;230,65;
5277;238,97;
5278;256,46;
5279;255,01;
5280;242,15;
5281;238,02;
5282;232;
5283;228;
5284;227,98;
5285;219,04;
5286;221,5;
5287;232;
5288;238,02;
5289;238,02;
5290;230;
5291;220;
5292;210;
5293;192,52;
5294;180,19;
5295;172,5;
5296;172,44;
5297;176;
5298;180;
5299;192,02;
5300;211,19;
5301;221,83;
5302;236,92;
5303;240;
5304;237,91;
5305;238,02;
5306;237,91;
5307;221,38;
5308;216,58;
5309;209,78;
5310;216,07;
5311;216,07;
5312;224,59;
5313;210,19;
5314;197,4;
5315;197,1;
5316;190,5;
5317;182,33;
5318;178,37;
5319;171;
5320;158,2;
5321;155,6;
5322;160,9;
5323;177,4;
5324;197,71;
5325;209,24;
5326;241,5;
5327;245,86;
5328;238,97;
5329;233,57;
5330;218;
5331;211;
5332;214,6;
5333;209,99;
5334;214,5;
5335;213;
5336;207,23;
5337;185,7;
5338;169,76;
5339;166,55;
5340;166,55;
5341;166;
5342;166,55;
5343;164,99;
5344;160;
5345;153,51;
5346;160;
5347;163,55;
5348;169,76;
5349;210;
5350;241,89;
5351;245;
5352;236;
5353;215,27;
5354;198,69;
5355;188,3;
5356;187,4;
5357;185,7;
5358;188,3;
5359;215,27;
5360;225;
5361;215,58;
5362;190,99;
5363;185,7;
5364;180,5;
5365;175,75;
5366;174;
5367;175,75;
5368;171,25;
5369;169;
5370;168,05;
5371;169,55;
5372;200;
5373;214,97;
5374;235,8;
5375;233,78;
5376;214;
5377;207,62;
5378;190,9;
5379;179,27;
5380;176;
5381;174,75;
5382;174,75;
5383;175,7;
5384;216,93;
5385;220,12;
5386;210,99;
5387;196,95;
5388;196,65;
5389;195,96;
5390;185;
5391;173,8;
5392;164,99;
5393;164,07;
5394;173,1;
5395;178,3;
5396;196,34;
5397;227,46;
5398;228,81;
5399;220,26;
5400;210,97;
5401;190,72;
5402;174,99;
5403;171,29;
5404;173,04;
5405;173,04;
5406;175,93;
5407;197,42;
5408;213,93;
5409;215,01;
5410;205,29;
5411;190,85;
5412;189;
5413;175,93;
5414;170,03;
5415;163,54;
5416;160,54;
5417;160,23;
5418;162,04;
5419;165,75;
5420;187,96;
5421;212,36;
5422;211,98;
5423;211;
5424;198,89;
5425;189,01;
5426;170,63;
5427;165;
5428;165,38;
5429;165,57;
5430;170;
5431;196,6;
5432;215,41;
5433;215,71;
5434;200,63;
5435;193,34;
5436;185;
5437;183,05;
5438;174;
5439;161,93;
5440;158,5;
5441;154,37;
5442;156;
5443;165,57;
5444;186;
5445;200,97;
5446;210,24;
5447;209,09;
5448;192,07;
5449;196,58;
5450;176,7;
5451;169,4;
5452;168,92;
5453;169,4;
5454;188;
5455;207,91;
5456;213,76;
5457;212,84;
5458;200;
5459;185,85;
5460;192;
5461;196,48;
5462;190,92;
5463;182,03;
5464;171,8;
5465;171,8;
5466;196,33;
5467;204,81;
5468;210,98;
5469;220,46;
5470;216,9;
5471;215,48;
5472;205,07;
5473;208,01;
5474;202,56;
5475;196,45;
5476;196,45;
5477;196,45;
5478;196,45;
5479;196,45;
5480;195,78;
5481;184,83;
5482;172,25;
5483;177,55;
5484;180;
5485;168,48;
5486;165,16;
5487;164,22;
5488;159;
5489;166;
5490;180,8;
5491;173,47;
5492;196,39;
5493;214;
5494;233,22;
5495;233,22;
5496;214,77;
5497;195;
5498;184,24;
5499;175,01;
5500;167;
5501;167;
5502;169,82;
5503;173,47;
5504;173,43;
5505;164,99;
5506;157,05;
5507;154,3;
5508;151,7;
5509;146,5;
5510;149,1;
5511;148;
5512;101;
5513;65,34;
5514;146,5;
5515;161;
5516;185,31;
5517;205,98;
5518;222,8;
5519;225,88;
5520;219,03;
5521;198,64;
5522;180;
5523;162;
5524;160,5;
5525;161,5;
5526;169,27;
5527;200,03;
5528;210,98;
5529;204,81;
5530;200,23;
5531;199,62;
5532;199,62;
5533;203,76;
5534;204,02;
5535;202,54;
5536;197,62;
5537;196,73;
5538;200,23;
5539;204,8;
5540;222,12;
5541;238,15;
5542;238,4;
5543;236,12;
5544;223,13;
5545;220,1;
5546;218,8;
5547;208,06;
5548;203,87;
5549;200,16;
5550;203,87;
5551;215,22;
5552;227,88;
5553;227,84;
5554;222,47;
5555;216,97;
5556;203,56;
5557;201,45;
5558;201,32;
5559;200,58;
5560;194;
