"","x"
"7160",20
"7161",50
"7162",94
"7163",113
"7164",81
"7165",123
"7166",153
"7167",141
"7168",90
"7169",59
"7170",50
"7171",52
"7172",25
"7173",14
"7174",2
"7175",0
"7176",0
"7177",3
"7178",0
"7179",0
"7180",0
"7181",0
"7182",0
"7183",1
"7184",2
"7185",0
"7186",0
"7187",9
"7188",16
"7189",0
"7190",0
"7191",7
"7192",2
"7193",6
"7194",3
"7195",1
"7196",0
"7197",0
"7198",0
"7199",0
"7200",2
"7201",6
"7202",3
"7203",1
"7204",0
"7205",0
"7206",0
"7207",2
"7208",2
"7209",0
"7210",0
"7211",6
"7212",11
"7213",0
"7214",0
"7215",8
"7216",3
"7217",7
"7218",3
"7219",1
"7220",0
"7221",0
"7222",0
"7223",0
"7224",2
"7225",0
"7226",0
"7227",0
"7228",0
"7229",1
"7230",3
"7231",6
"7232",25
"7233",81
"7234",132
"7235",143
"7236",101
"7237",116
"7238",111
"7239",117
"7240",119
"7241",87
"7242",94
"7243",103
"7244",88
"7245",32
"7246",11
"7247",3
"7248",0
"7249",4
"7250",0
"7251",0
"7252",0
"7253",0
"7254",0
"7255",10
"7256",33
"7257",85
"7258",138
"7259",179
"7260",86
"7261",140
"7262",130
"7263",108
"7264",127
"7265",115
"7266",99
"7267",82
"7268",79
"7269",64
"7270",39
"7271",15
"7272",2
"7273",3
"7274",0
"7275",0
"7276",0
"7277",0
"7278",0
"7279",6
"7280",22
"7281",89
"7282",110
"7283",142
"7284",139
"7285",114
"7286",116
"7287",134
"7288",153
"7289",118
"7290",92
"7291",90
"7292",65
"7293",36
"7294",11
"7295",3
"7296",0
"7297",4
"7298",1
"7299",0
"7300",0
"7301",0
"7302",0
"7303",4
"7304",19
"7305",59
"7306",122
"7307",125
"7308",77
"7309",161
"7310",127
"7311",127
"7312",127
"7313",103
"7314",72
"7315",47
"7316",52
"7317",38
"7318",23
"7319",9
"7320",2
"7321",3
"7322",0
"7323",0
"7324",0
"7325",0
"7326",0
"7327",3
"7328",22
"7329",66
"7330",113
"7331",99
"7332",89
"7333",121
"7334",138
"7335",139
"7336",89
"7337",50
"7338",61
"7339",43
"7340",19
"7341",14
"7342",3
"7343",0
"7344",0
"7345",3
"7346",0
"7347",0
"7348",0
"7349",0
"7350",0
"7351",1
"7352",2
"7353",0
"7354",0
"7355",7
"7356",12
"7357",0
"7358",0
"7359",6
"7360",3
"7361",6
"7362",3
"7363",1
"7364",0
"7365",0
"7366",0
"7367",0
"7368",2
"7369",6
"7370",3
"7371",1
"7372",0
"7373",0
"7374",0
"7375",2
"7376",3
"7377",0
"7378",0
"7379",6
"7380",14
"7381",0
"7382",0
"7383",6
"7384",3
"7385",6
"7386",3
"7387",1
"7388",0
"7389",0
"7390",0
"7391",0
"7392",1
"7393",0
"7394",0
"7395",0
"7396",0
"7397",1
"7398",3
"7399",7
"7400",22
"7401",96
"7402",114
"7403",128
"7404",85
"7405",136
"7406",128
"7407",128
"7408",142
"7409",110
"7410",84
"7411",88
"7412",93
"7413",41
"7414",12
"7415",3
"7416",0
"7417",4
"7418",0
"7419",0
"7420",0
"7421",0
"7422",0
"7423",9
"7424",31
"7425",78
"7426",135
"7427",145
"7428",66
"7429",127
"7430",119
"7431",140
"7432",123
"7433",110
"7434",84
"7435",76
"7436",86
"7437",58
"7438",39
"7439",15
"7440",2
"7441",3
"7442",0
"7443",0
"7444",0
"7445",0
"7446",0
"7447",7
"7448",21
"7449",94
"7450",136
"7451",128
"7452",154
"7453",133
"7454",122
"7455",121
"7456",128
"7457",98
"7458",100
"7459",95
"7460",65
"7461",35
"7462",9
"7463",3
"7464",0
"7465",3
"7466",1
"7467",0
"7468",0
"7469",0
"7470",0
"7471",3
"7472",21
"7473",69
"7474",145
"7475",142
"7476",92
"7477",131
"7478",105
"7479",147
"7480",122
"7481",101
"7482",75
"7483",42
"7484",46
"7485",42
"7486",21
"7487",9
"7488",2
"7489",3
"7490",0
"7491",0
"7492",0
"7493",0
"7494",0
"7495",3
"7496",19
"7497",65
"7498",111
"7499",107
"7500",90
"7501",126
"7502",154
"7503",116
"7504",94
"7505",60
"7506",59
"7507",53
"7508",20
"7509",11
"7510",2
"7511",0
"7512",0
"7513",3
"7514",0
"7515",0
"7516",0
"7517",0
"7518",0
"7519",1
"7520",2
"7521",0
"7522",0
"7523",8
"7524",14
"7525",0
"7526",0
"7527",6
"7528",2
"7529",7
"7530",3
"7531",1
"7532",0
"7533",0
"7534",0
"7535",0
"7536",2
"7537",5
"7538",3
"7539",1
"7540",1
"7541",0
"7542",0
"7543",2
"7544",2
"7545",0
"7546",0
"7547",5
"7548",12
"7549",0
"7550",0
"7551",7
"7552",3
"7553",7
"7554",3
"7555",1
"7556",0
"7557",0
"7558",0
"7559",0
"7560",2
"7561",0
"7562",0
"7563",0
"7564",0
"7565",1
"7566",3
"7567",8
"7568",25
"7569",93
"7570",136
"7571",157
"7572",89
"7573",154
"7574",145
"7575",103
"7576",131
"7577",100
"7578",91
"7579",107
"7580",80
"7581",35
"7582",9
"7583",3
"7584",0
"7585",4
"7586",0
"7587",0
"7588",0
"7589",0
"7590",0
"7591",10
"7592",41
"7593",79
"7594",164
"7595",150
"7596",75
"7597",152
"7598",110
"7599",114
"7600",102
"7601",104
"7602",79
"7603",77
"7604",71
"7605",62
"7606",38
"7607",15
"7608",2
"7609",3
"7610",0
"7611",0
"7612",0
"7613",0
"7614",0
"7615",7
"7616",25
"7617",82
"7618",142
"7619",118
"7620",148
"7621",108
"7622",122
"7623",138
"7624",145
"7625",117
"7626",112
"7627",100
"7628",82
"7629",38
"7630",11
"7631",3
"7632",0
"7633",4
"7634",1
"7635",0
"7636",0
"7637",0
"7638",0
"7639",4
"7640",18
"7641",66
"7642",123
"7643",135
"7644",103
"7645",139
"7646",114
"7647",142
"7648",122
"7649",110
"7650",61
"7651",47
"7652",52
"7653",36
"7654",24
"7655",9
"7656",2
"7657",3
"7658",0
"7659",0
"7660",0
"7661",0
"7662",0
"7663",3
"7664",22
"7665",62
"7666",102
"7667",100
"7668",86
"7669",133
"7670",130
"7671",112
"7672",92
"7673",57
"7674",58
"7675",46
"7676",25
"7677",12
"7678",3
"7679",0
"7680",0
"7681",3
"7682",0
"7683",0
"7684",0
"7685",0
"7686",0
"7687",1
"7688",1
"7689",0
"7690",0
"7691",7
"7692",14
"7693",0
"7694",0
"7695",6
"7696",2
"7697",6
"7698",2
"7699",2
"7700",0
"7701",0
"7702",0
"7703",0
"7704",1
"7705",5
"7706",3
"7707",1
"7708",0
"7709",0
"7710",0
"7711",2
"7712",2
"7713",0
"7714",0
"7715",7
"7716",14
"7717",0
"7718",0
"7719",7
"7720",2
"7721",7
"7722",3
"7723",1
"7724",0
"7725",0
"7726",0
"7727",0
"7728",2
"7729",0
"7730",0
"7731",0
"7732",0
"7733",1
"7734",2
"7735",8
"7736",28
"7737",97
"7738",127
"7739",135
"7740",94
"7741",142
"7742",139
"7743",112
"7744",131
"7745",107
"7746",102
"7747",82
"7748",73
"7749",32
"7750",12
"7751",3
"7752",0
"7753",4
"7754",0
"7755",0
"7756",0
"7757",0
"7758",0
"7759",9
"7760",36
"7761",78
"7762",153
"7763",167
"7764",71
"7765",135
"7766",136
"7767",122
"7768",129
"7769",108
"7770",93
"7771",95
"7772",71
"7773",59
"7774",31
"7775",13
"7776",1
"7777",3
"7778",0
"7779",0
"7780",0
"7781",0
"7782",0
"7783",7
"7784",20
"7785",82
"7786",139
"7787",139
"7788",129
"7789",119
"7790",127
"7791",134
"7792",157
"7793",121
"7794",86
"7795",86
"7796",66
"7797",34
"7798",11
"7799",3
"7800",0
"7801",3
"7802",1
"7803",0
"7804",0
"7805",0
"7806",0
"7807",4
"7808",19
"7809",56
"7810",116
"7811",146
"7812",78
"7813",162
"7814",122
"7815",141
"7816",136
"7817",101
"7818",64
"7819",52
"7820",41
"7821",36
"7822",19
"7823",8
"7824",2
"7825",3
"7826",0
"7827",0
"7828",0
"7829",0
"7830",0
"7831",3
"7832",22
"7833",50
"7834",106
"7835",116
"7836",85
"7837",123
"7838",129
"7839",141
"7840",99
"7841",55
"7842",61
"7843",54
"7844",20
"7845",13
"7846",3
"7847",0
"7848",0
"7849",3
"7850",0
"7851",0
"7852",0
"7853",0
"7854",0
"7855",1
"7856",2
"7857",0
"7858",0
"7859",9
"7860",13
"7861",0
"7862",0
"7863",8
"7864",2
"7865",7
"7866",3
"7867",2
"7868",0
"7869",0
"7870",0
"7871",0
"7872",2
"7873",6
"7874",2
"7875",1
"7876",0
"7877",0
"7878",0
"7879",2
"7880",2
"7881",0
"7882",0
"7883",5
"7884",11
"7885",0
"7886",0
"7887",7
"7888",3
"7889",6
"7890",3
"7891",1
"7892",0
"7893",0
"7894",0
"7895",0
"7896",2
"7897",0
"7898",0
"7899",0
"7900",0
"7901",1
"7902",2
"7903",8
"7904",29
"7905",83
"7906",133
"7907",125
"7908",89
"7909",143
"7910",135
"7911",105
"7912",147
"7913",85
"7914",80
"7915",87
"7916",81
"7917",36
"7918",10
"7919",4
"7920",0
"7921",5
"7922",0
"7923",0
"7924",0
"7925",0
"7926",0
"7927",9
"7928",41
"7929",80
"7930",157
"7931",171
"7932",69
"7933",155
"7934",116
"7935",123
"7936",117
"7937",92
"7938",84
"7939",97
"7940",76
"7941",61
"7942",35
"7943",13
"7944",1
"7945",3
"7946",0
"7947",0
"7948",0
"7949",0
"7950",0
"7951",8
"7952",19
"7953",95
"7954",125
"7955",125
"7956",140
"7957",102
"7958",125
"7959",133
"7960",131
"7961",101
"7962",86
"7963",95
"7964",78
"7965",30
"7966",9
"7967",3
"7968",0
"7969",3
"7970",1
"7971",0
"7972",0
"7973",0
"7974",0
"7975",3
"7976",22
"7977",71
"7978",118
"7979",136
"7980",100
"7981",143
"7982",134
"7983",120
"7984",114
"7985",97
"7986",61
"7987",47
"7988",42
"7989",45
"7990",20
"7991",8
"7992",2
"7993",3
"7994",0
"7995",0
"7996",0
"7997",0
"7998",0
"7999",3
"8000",18
"8001",53
"8002",104
"8003",102
"8004",81
"8005",140
"8006",123
"8007",134
"8008",97
"8009",61
"8010",54
"8011",57
"8012",23
"8013",12
"8014",3
"8015",0
"8016",0
"8017",3
"8018",0
"8019",0
"8020",0
"8021",0
"8022",0
"8023",1
"8024",2
"8025",0
"8026",0
"8027",9
"8028",15
"8029",0
"8030",0
"8031",7
"8032",2
"8033",7
"8034",3
"8035",1
"8036",0
"8037",0
"8038",0
"8039",0
"8040",2
"8041",5
"8042",3
"8043",1
"8044",0
"8045",0
"8046",0
"8047",2
"8048",2
"8049",0
"8050",0
"8051",6
"8052",12
"8053",0
"8054",0
"8055",7
"8056",3
"8057",7
"8058",3
"8059",1
"8060",0
"8061",0
"8062",0
"8063",0
"8064",1
"8065",0
"8066",0
"8067",0
"8068",0
"8069",1
"8070",2
"8071",6
"8072",24
"8073",105
"8074",121
"8075",123
"8076",98
"8077",145
"8078",112
"8079",119
"8080",131
"8081",84
"8082",88
"8083",101
"8084",83
"8085",37
"8086",11
"8087",4
"8088",0
"8089",5
"8090",0
"8091",0
"8092",0
"8093",0
"8094",0
"8095",9
"8096",34
"8097",88
"8098",160
"8099",152
"8100",74
"8101",153
"8102",108
"8103",127
"8104",113
"8105",117
"8106",94
"8107",89
"8108",64
"8109",51
"8110",33
"8111",11
"8112",2
"8113",3
"8114",0
"8115",0
"8116",0
"8117",0
"8118",0
"8119",6
"8120",23
"8121",81
"8122",142
"8123",131
"8124",128
"8125",113
"8126",108
"8127",106
"8128",136
"8129",119
"8130",102
"8131",100
"8132",72
"8133",37
"8134",9
"8135",3
"8136",0
"8137",4
"8138",1
"8139",0
"8140",0
"8141",0
"8142",0
"8143",3
"8144",22
"8145",67
"8146",123
"8147",128
"8148",103
"8149",158
"8150",135
"8151",120
"8152",129
"8153",97
"8154",79
"8155",44
"8156",52
"8157",36
"8158",23
"8159",9
"8160",2
"8161",2
"8162",0
"8163",0
"8164",0
"8165",0
"8166",0
"8167",3
"8168",19
"8169",53
"8170",114
"8171",92
"8172",87
"8173",127
"8174",152
"8175",117
"8176",106
"8177",57
"8178",50
"8179",57
"8180",20
"8181",12
"8182",2
"8183",0
"8184",0
"8185",3
"8186",0
"8187",0
"8188",0
"8189",0
"8190",0
"8191",1
"8192",2
"8193",0
"8194",0
"8195",9
"8196",14
"8197",0
"8198",0
"8199",7
"8200",2
"8201",7
"8202",3
"8203",1
"8204",0
"8205",0
"8206",0
"8207",0
"8208",1
"8209",5
"8210",2
"8211",1
"8212",0
"8213",0
"8214",0
"8215",2
"8216",2
"8217",0
"8218",0
"8219",7
"8220",14
"8221",0
"8222",0
"8223",9
"8224",3
"8225",7
"8226",3
"8227",1
"8228",0
"8229",0
"8230",0
"8231",0
"8232",1
"8233",0
"8234",0
"8235",0
"8236",0
"8237",1
"8238",2
"8239",8
"8240",30
"8241",87
"8242",142
"8243",120
"8244",85
"8245",150
"8246",112
"8247",130
"8248",150
"8249",110
"8250",95
"8251",106
"8252",81
"8253",34
"8254",10
"8255",3
"8256",0
"8257",4
"8258",0
"8259",0
"8260",0
"8261",0
"8262",0
"8263",8
"8264",41
"8265",84
"8266",143
"8267",164
"8268",77
"8269",142
"8270",124
"8271",106
"8272",109
"8273",104
"8274",88
"8275",79
"8276",73
"8277",63
"8278",33
"8279",11
"8280",1
"8281",2
"8282",0
"8283",0
"8284",0
"8285",0
"8286",0
"8287",8
"8288",20
"8289",74
"8290",117
"8291",136
"8292",158
"8293",110
"8294",117
"8295",134
"8296",135
"8297",120
"8298",105
"8299",84
"8300",84
"8301",33
"8302",11
"8303",3
"8304",0
"8305",4
"8306",1
"8307",0
"8308",0
"8309",0
"8310",0
"8311",4
"8312",23
"8313",74
"8314",123
"8315",129
"8316",97
"8317",134
"8318",109
"8319",116
"8320",139
"8321",119
"8322",76
"8323",56
"8324",44
"8325",42
"8326",23
"8327",9
"8328",2
"8329",3
"8330",0
"8331",0
"8332",0
"8333",0
"8334",0
"8335",4
"8336",21
"8337",54
"8338",118
"8339",94
"8340",80
"8341",123
"8342",138
"8343",113
"8344",101
"8345",62
"8346",60
"8347",57
"8348",25
"8349",12
"8350",3
"8351",0
"8352",0
"8353",3
"8354",0
"8355",0
"8356",0
"8357",0
"8358",0
"8359",1
"8360",2
"8361",0
"8362",0
"8363",7
"8364",15
"8365",0
"8366",0
"8367",6
"8368",2
"8369",6
"8370",3
"8371",1
"8372",0
"8373",0
"8374",0
"8375",0
"8376",1
"8377",7
"8378",3
"8379",1
"8380",0
"8381",0
"8382",0
"8383",2
"8384",2
"8385",0
"8386",0
"8387",7
"8388",13
"8389",0
"8390",0
"8391",8
"8392",3
"8393",6
"8394",2
"8395",1
"8396",0
"8397",0
"8398",0
"8399",0
"8400",2
"8401",0
"8402",0
"8403",0
"8404",0
"8405",1
"8406",2
"8407",8
"8408",27
"8409",89
"8410",120
"8411",151
"8412",82
"8413",129
"8414",133
"8415",112
"8416",140
"8417",93
"8418",103
"8419",98
"8420",93
"8421",39
"8422",10
"8423",3
"8424",0
"8425",4
"8426",0
"8427",0
"8428",0
"8429",0
"8430",0
"8431",11
"8432",36
"8433",88
"8434",139
"8435",147
"8436",77
"8437",151
"8438",143
"8439",140
"8440",106
"8441",107
"8442",87
"8443",80
"8444",81
"8445",64
"8446",38
"8447",14
"8448",1
"8449",3
"8450",0
"8451",0
"8452",0
"8453",0
"8454",0
"8455",6
"8456",23
"8457",75
"8458",133
"8459",137
"8460",152
"8461",119
"8462",103
"8463",129
"8464",129
"8465",123
"8466",115
"8467",98
"8468",71
"8469",32
"8470",9
"8471",3
"8472",0
"8473",4
"8474",1
"8475",0
"8476",0
"8477",0
"8478",0
"8479",4
"8480",23
"8481",70
"8482",139
"8483",141
"8484",101
"8485",138
"8486",136
"8487",124
"8488",140
"8489",112
"8490",61
"8491",56
"8492",49
"8493",41
"8494",21
"8495",8
"8496",2
"8497",2
"8498",0
"8499",0
"8500",0
"8501",0
"8502",0
"8503",3
"8504",19
"8505",65
"8506",118
"8507",107
"8508",78
"8509",142
"8510",155
"8511",143
"8512",85
"8513",64
"8514",52
"8515",44
"8516",24
"8517",14
"8518",3
"8519",0
"8520",0
"8521",3
"8522",0
"8523",0
"8524",0
"8525",0
"8526",0
"8527",1
"8528",2
"8529",0
"8530",0
"8531",8
"8532",16
"8533",0
"8534",0
"8535",6
"8536",2
"8537",6
"8538",3
"8539",1
"8540",0
"8541",0
"8542",0
"8543",0
"8544",1
"8545",6
"8546",3
"8547",1
"8548",0
"8549",0
"8550",0
"8551",2
"8552",2
"8553",0
"8554",0
"8555",6
"8556",11
"8557",0
"8558",0
"8559",7
"8560",3
"8561",7
"8562",3
"8563",1
"8564",0
"8565",0
"8566",0
"8567",0
"8568",2
"8569",0
"8570",0
"8571",0
"8572",0
"8573",0
"8574",0
"8575",0
"8576",1
"8577",5
"8578",5
"8579",5
"8580",4
"8581",4
"8582",4
"8583",5
"8584",5
"8585",5
"8586",5
"8587",5
"8588",4
"8589",1
"8590",0
"8591",0
"8592",0
"8593",0
"8594",0
"8595",0
"8596",0
"8597",0
"8598",0
"8599",0
"8600",1
"8601",4
"8602",5
"8603",8
"8604",2
"8605",6
"8606",5
"8607",6
"8608",6
"8609",3
"8610",3
"8611",4
"8612",2
"8613",3
"8614",1
"8615",0
"8616",0
"8617",0
"8618",0
"8619",0
"8620",0
"8621",0
"8622",0
"8623",0
"8624",1
"8625",4
"8626",7
"8627",4
"8628",4
"8629",4
"8630",5
"8631",6
"8632",7
"8633",6
"8634",5
"8635",4
"8636",2
"8637",1
"8638",0
"8639",0
"8640",0
"8641",0
"8642",0
"8643",0
"8644",0
"8645",0
"8646",0
"8647",0
"8648",0
"8649",3
"8650",4
"8651",5
"8652",5
"8653",7
"8654",6
"8655",4
"8656",5
"8657",6
"8658",2
"8659",2
"8660",2
"8661",1
"8662",0
"8663",0
"8664",0
"8665",0
"8666",0
"8667",0
"8668",0
"8669",0
"8670",0
"8671",0
"8672",1
"8673",2
"8674",5
"8675",3
"8676",4
"8677",4
"8678",6
"8679",4
"8680",5
"8681",2
"8682",2
"8683",2
"8684",1
"8685",0
"8686",0
"8687",0
"8688",0
"8689",0
"8690",0
"8691",0
"8692",0
"8693",0
"8694",0
"8695",0
"8696",0
"8697",0
"8698",0
"8699",0
"8700",0
"8701",0
"8702",0
"8703",0
"8704",0
"8705",0
"8706",0
"8707",0
"8708",0
"8709",0
"8710",0
"8711",0
"8712",0
"8713",0
"8714",0
"8715",0
"8716",0
"8717",0
"8718",0
"8719",0
"8720",0
"8721",0
"8722",0
"8723",0
"8724",0
"8725",0
"8726",0
"8727",0
"8728",0
"8729",0
"8730",0
"8731",0
"8732",0
"8733",0
"8734",0
"8735",0
"8736",0
"8737",0
"8738",0
"8739",0
"8740",0
"8741",0
"8742",0
"8743",0
"8744",1
"8745",5
"8746",7
"8747",5
"8748",4
"8749",7
"8750",6
"8751",5
"8752",6
"8753",4
"8754",4
"8755",5
"8756",2
"8757",1
"8758",0
"8759",0
"8760",0
